,id,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
3307,3308,2,65,23,0,1,0,0,0,1,23,1,1,0,4,86,21,1,0,529,0,0,0,0,0,1,1,1
3308,3309,6,60,28,0,0,0,0,0,4,18,4,0,0,7,85,25,6,0,784,0,0,0,0,0,1,1,1
3309,3310,8,59,29,0,1,0,0,0,3,17,2,1,1,5,75,15,6,0,841,0,0,0,0,0,0,1,1
3311,3312,6,64,24,0,0,0,0,0,2,21,2,1,1,3,84,19,2,0,576,0,0,0,0,0,1,1,1
3312,3313,1,42,46,0,0,0,0,0,11,22,10,0,0,2,86,44,3,0,2116,0,0,0,0,0,1,1,1
3313,3314,4,69,19,0,0,0,0,0,1,18,1,1,1,0,0,0,4,0,361,0,0,0,0,0,1,1,0
3314,3315,6,73,15,0,0,0,0,0,1,14,1,1,0,0,0,0,1,0,225,0,0,0,0,0,1,1,0
3316,3317,5,46,42,0,1,0,0,0,3,18,3,1,0,0,0,0,6,0,1764,0,0,1,0,0,1,1,0
3317,3318,1,56,32,0,1,0,0,0,3,24,3,1,1,0,0,0,10,0,1024,0,0,1,0,0,1,1,0
3318,3319,5,65,23,0,1,0,0,7,1,19,1,1,0,0,0,0,3,0,529,0,0,0,1,0,1,0,0
3319,3320,2,49,39,0,1,0,0,0,7,17,7,1,1,0,0,0,5,0,1521,0,0,1,0,0,1,1,0
3320,3321,4,47,41,0,1,0,0,4,6,16,6,1,1,3,67,19,7,6,1681,0,0,1,0,0,1,0,1
3322,3323,8,66,22,0,1,0,0,7,4,13,4,1,1,0,0,0,5,0,484,0,0,1,0,0,0,0,0
3324,3325,8,50,38,0,1,0,0,3,1,17,1,1,0,8,65,15,8,1,1444,0,0,0,0,0,0,0,1
3325,3326,1,53,35,0,0,0,0,1,7,17,7,1,1,10,71,18,8,0,1225,0,0,1,0,0,1,0,1
3326,3327,7,69,19,0,1,0,1,7,1,18,1,1,0,3,86,16,7,7,361,0,0,0,0,0,0,0,1
3327,3328,5,40,48,0,0,0,0,2,6,19,6,1,0,10,60,20,5,1,2304,0,0,1,0,0,1,0,1
3328,3329,6,55,33,0,1,0,0,4,5,17,5,1,1,1,88,32,6,0,1089,0,0,1,0,0,1,0,1
3329,3330,5,62,26,0,1,0,1,7,3,19,1,1,0,0,0,0,5,0,676,0,0,1,0,0,1,0,0
3330,3331,2,58,30,0,1,0,1,5,1,16,1,1,0,7,77,19,10,3,900,0,0,0,0,0,1,0,1
3331,3332,2,55,33,0,1,0,0,0,7,12,7,1,0,0,0,0,10,0,1089,0,0,0,0,0,1,1,0
3332,3333,12,64,23,0,1,0,0,0,3,15,3,1,1,10,85,20,4,0,529,0,0,1,0,0,0,1,1
3333,3334,3,56,32,0,0,0,0,0,2,19,1,1,0,6,77,21,10,0,1024,0,0,1,0,0,1,1,1
3334,3335,8,56,32,0,1,0,1,0,5,18,5,1,0,11,80,24,5,3,1024,0,0,1,0,0,0,1,1
3335,3336,3,58,30,0,0,0,0,3,4,17,4,1,1,0,0,0,6,0,900,0,0,0,0,0,1,0,0
3336,3337,3,62,26,0,1,0,1,6,3,18,3,1,0,6,79,17,4,0,676,0,0,1,0,0,1,0,1
3337,3338,11,61,26,0,1,0,1,7,4,17,4,1,1,3,81,19,4,0,676,0,0,1,0,0,0,0,1
3340,3341,8,46,42,0,1,0,1,0,6,20,6,1,1,5,74,27,10,0,1764,0,0,0,1,0,0,1,1
3341,3342,4,55,33,0,1,0,1,7,6,17,6,1,1,3,73,17,7,4,1089,0,0,1,0,0,1,0,1
3342,3343,8,50,38,0,1,0,0,10,4,19,4,1,0,5,69,18,4,7,1444,0,0,1,0,0,0,0,1
3343,3344,6,45,43,0,0,0,0,5,7,19,6,1,1,1,65,19,7,0,1849,0,0,1,0,0,1,0,1
3345,3346,5,40,48,0,1,0,1,3,8,21,8,1,1,7,66,26,10,0,2304,0,0,1,0,0,1,0,1
3347,3348,6,61,27,0,1,0,0,10,2,20,2,1,1,10,82,21,5,10,729,0,0,1,0,0,1,0,1
3348,3349,6,54,34,0,0,0,1,0,3,26,3,1,1,0,0,0,9,0,1156,0,0,1,0,0,1,1,0
3349,3350,2,64,24,0,0,0,1,7,1,22,1,1,0,0,0,0,4,0,576,0,0,1,0,0,1,0,0
3351,3352,3,59,29,0,0,0,1,7,2,20,2,1,1,0,0,0,4,0,841,0,0,1,0,0,1,0,0
3352,3353,6,48,40,0,1,0,1,0,10,18,8,1,0,2,76,27,6,0,1600,0,0,0,0,0,1,1,1
3353,3354,6,57,31,0,0,0,0,7,5,17,5,1,1,5,76,18,5,0,961,0,0,1,0,0,1,0,1
3354,3355,10,57,31,0,1,0,0,5,5,16,5,1,1,10,75,18,7,6,961,0,0,1,0,0,0,0,1
3355,3356,12,55,32,0,1,0,1,10,4,18,4,1,1,0,0,0,5,0,1024,0,0,0,1,0,0,0,0
3356,3357,6,58,30,0,1,0,1,7,3,21,3,1,1,8,79,21,9,6,900,0,0,1,0,0,1,0,1
3357,3358,11,60,27,0,0,0,0,4,3,19,3,1,1,7,82,21,0,5,729,0,0,0,1,0,0,0,1
3358,3359,6,62,26,0,1,0,0,12,2,20,2,1,1,12,84,22,7,14,676,0,0,1,0,0,1,0,1
3359,3360,2,58,30,0,1,0,0,12,2,24,2,1,1,12,87,29,5,9,900,0,0,0,1,0,1,0,1
3360,3361,8,52,36,0,1,0,0,12,6,21,6,1,1,1,73,20,8,12,1296,0,0,1,0,0,0,0,1
3361,3362,3,60,28,0,1,0,1,4,5,15,5,1,1,3,76,16,3,7,784,0,0,1,0,0,1,0,1
3364,3365,1,60,28,0,1,0,0,14,3,20,3,1,1,0,0,0,4,0,784,0,0,1,0,0,1,0,0
3365,3366,7,66,22,0,1,0,0,7,1,18,1,1,1,0,0,0,5,0,484,0,0,1,0,0,0,0,0
3367,3368,6,41,47,0,0,0,0,1,4,27,3,1,0,0,0,0,0,0,2209,0,0,1,0,0,1,0,0
3369,3370,2,42,46,0,0,0,0,4,8,19,8,1,1,3,66,24,4,0,2116,0,0,1,0,0,1,0,1
3370,3371,11,53,34,0,0,0,0,7,4,20,4,1,1,0,0,0,5,0,1156,0,0,1,0,0,0,0,0
3371,3372,2,54,34,0,0,0,1,1,5,20,5,1,1,12,73,19,7,7,1156,0,0,1,0,0,1,0,1
3372,3373,12,45,42,0,1,0,1,4,8,19,6,1,1,10,65,19,10,5,1764,0,0,1,0,0,0,0,1
3373,3374,2,60,28,0,0,0,0,7,3,18,3,1,1,0,0,0,6,0,784,0,0,0,0,0,1,0,0
3375,3376,6,47,41,0,1,0,0,7,8,20,8,1,1,1,77,29,4,6,1681,0,0,0,0,0,1,0,1
3376,3377,3,68,20,0,1,0,0,10,1,20,1,1,0,0,0,0,6,0,400,0,0,1,0,0,1,0,0
3380,3381,6,60,28,0,0,0,0,7,4,18,4,1,1,7,83,23,4,7,784,0,0,0,0,0,1,0,1
3381,3382,12,53,34,0,0,0,0,4,4,26,4,1,1,4,77,23,4,7,1156,0,0,1,0,0,0,0,1
3382,3383,12,63,24,0,1,0,0,12,1,20,1,1,1,0,0,0,4,0,576,0,0,0,1,0,0,0,0
3383,3384,6,66,22,0,1,0,0,10,2,19,2,1,1,0,0,0,3,0,484,0,0,0,1,0,1,0,0
3384,3385,4,56,32,0,1,0,1,7,4,18,4,1,1,12,85,29,4,7,1024,0,0,0,0,0,1,0,1
3385,3386,10,52,35,0,0,0,0,7,6,15,6,1,1,7,73,20,15,6,1225,0,0,0,0,1,0,0,1
3386,3387,11,67,20,0,1,0,0,6,2,17,2,1,1,0,0,0,6,0,400,0,0,1,0,0,0,0,0
3387,3388,2,40,48,0,0,0,0,4,5,24,4,1,1,6,64,24,5,0,2304,0,0,0,1,0,1,0,1
3388,3389,8,64,24,0,0,0,0,9,2,15,1,1,1,0,0,0,4,0,576,0,0,0,0,1,0,0,0
3390,3391,1,70,18,0,0,0,0,9,1,17,1,1,0,0,0,0,3,0,324,0,0,0,0,0,1,0,0
3393,3394,2,51,37,0,0,0,0,0,6,19,5,1,0,9,69,18,7,0,1369,0,0,0,0,0,1,1,1
3395,3396,1,44,44,0,1,0,1,3,4,18,4,1,1,3,75,31,7,2,1936,0,0,0,0,1,1,0,1
3396,3397,9,58,30,0,0,0,0,0,2,24,2,1,0,0,0,0,0,0,900,0,0,0,0,0,0,1,0
3397,3398,5,70,18,0,0,0,0,4,1,18,1,1,0,0,0,0,1,0,324,0,0,1,0,0,1,0,0
3398,3399,2,56,32,0,1,0,0,6,4,17,4,1,1,0,0,0,4,0,1024,0,0,1,0,0,1,0,0
3399,3400,3,59,29,0,1,0,0,7,4,18,4,1,1,3,78,19,4,7,841,0,0,1,0,0,1,0,1
3400,3401,3,66,22,0,1,0,0,7,1,21,1,1,0,0,0,0,4,0,484,0,0,0,1,0,1,0,0
3401,3402,5,71,17,0,1,0,0,7,1,17,1,1,0,0,0,0,3,0,289,0,0,0,0,0,1,0,0
3402,3403,2,44,44,0,1,0,1,6,10,18,10,1,1,8,63,19,6,0,1936,0,0,0,1,0,1,0,1
3404,3405,6,53,35,0,1,0,0,7,6,18,6,1,1,1,71,17,0,4,1225,0,0,0,0,0,1,0,1
3405,3406,3,47,41,0,1,0,1,0,8,16,6,1,1,5,82,35,0,10,1681,0,0,0,1,0,1,1,1
3407,3408,7,66,22,0,1,0,1,10,1,21,1,1,0,0,0,0,4,0,484,0,0,0,1,0,0,0,0
3408,3409,6,55,33,0,1,0,1,4,3,21,3,1,1,1,74,18,4,10,1089,0,0,0,0,0,1,0,1
3409,3410,5,62,26,0,1,0,1,7,2,20,1,1,1,0,0,0,8,0,676,0,0,0,0,0,1,0,0
3410,3411,11,66,21,0,1,0,1,9,1,19,1,1,1,0,0,0,2,0,441,0,0,1,0,0,0,0,0
3411,3412,5,50,38,0,0,0,0,0,2,16,2,1,0,7,79,29,0,0,1444,0,0,1,0,0,1,1,1
3412,3413,2,68,20,0,1,0,0,8,1,18,1,1,1,0,0,0,4,0,400,0,0,0,1,0,1,0,0
3413,3414,5,59,29,0,1,0,0,0,2,19,2,1,1,0,0,0,5,0,841,0,0,1,0,0,1,1,0
3414,3415,3,60,28,0,1,0,1,10,2,21,2,1,1,9,85,25,5,7,784,0,0,0,0,0,1,0,1
3416,3417,12,57,30,0,1,0,0,7,3,15,3,1,1,9,78,20,5,10,900,0,0,1,0,0,0,0,1
3417,3418,6,54,34,0,1,0,1,7,5,20,4,1,1,2,75,20,6,10,1156,0,0,0,0,1,1,0,1
3418,3419,9,70,18,0,1,0,1,7,1,15,1,1,1,0,0,0,4,0,324,0,0,0,0,0,0,0,0
3419,3420,6,66,22,0,1,0,1,8,2,18,2,1,1,0,0,0,6,0,484,0,0,1,0,0,1,0,0
3420,3421,5,66,22,0,1,0,1,10,1,21,1,1,0,0,0,0,4,0,484,0,0,1,0,0,1,0,0
3421,3422,12,57,30,0,1,0,0,7,3,19,3,1,1,0,0,0,3,0,900,0,0,0,1,0,0,0,0
3422,3423,5,67,21,0,0,0,1,7,2,18,2,1,0,0,0,0,5,0,441,0,0,0,1,0,1,0,0
3423,3424,9,68,20,0,1,0,0,10,1,16,1,1,1,0,0,0,3,0,400,0,0,0,0,0,0,0,0
3425,3426,6,63,25,0,1,0,1,6,2,15,2,1,1,0,0,0,6,0,625,0,0,0,0,1,1,0,0
3428,3429,3,50,38,0,1,0,0,6,5,20,5,1,1,0,0,0,5,0,1444,0,0,1,0,0,1,0,0
3429,3430,1,72,16,1,0,0,1,3,1,16,1,1,0,0,0,0,4,0,256,0,0,1,0,0,1,0,0
3430,3431,9,56,32,0,1,0,1,12,2,23,2,1,1,12,79,23,2,10,1024,0,0,0,1,0,0,0,1
3431,3432,2,51,37,0,1,0,0,9,5,20,4,1,1,11,72,21,6,5,1369,0,0,1,0,0,1,0,1
3432,3433,12,49,38,0,1,0,1,7,3,19,3,1,1,0,0,0,6,0,1444,0,0,1,0,0,0,0,0
3433,3434,2,61,27,0,1,0,1,7,3,19,3,1,1,0,0,0,6,0,729,0,0,1,0,0,1,0,0
3435,3436,7,68,20,0,1,0,1,7,1,19,1,1,0,0,0,0,1,0,400,0,0,1,0,0,0,0,0
3436,3437,6,50,38,0,1,0,1,15,3,25,3,1,1,8,78,28,3,0,1444,0,0,0,0,0,1,0,1
3437,3438,3,65,23,0,0,0,1,0,4,15,2,1,0,0,0,0,4,0,529,0,0,1,0,0,1,1,0
3438,3439,8,56,32,0,1,0,1,7,5,18,4,1,1,1,72,15,8,7,1024,0,0,1,0,0,0,0,1
3439,3440,1,69,19,0,1,0,1,7,1,18,1,1,0,0,0,0,1,0,361,0,0,1,0,0,1,0,0
3440,3441,8,47,41,0,0,0,1,0,7,17,7,1,1,0,0,0,7,0,1681,0,0,0,0,0,0,1,0
3441,3442,12,40,47,0,0,0,1,0,6,20,6,1,0,10,80,39,6,0,2209,0,0,1,0,0,0,1,1
3442,3443,9,57,30,0,1,0,0,4,4,18,3,1,1,0,0,0,4,0,900,0,0,0,0,0,0,0,0
3443,3444,9,70,18,0,1,0,1,7,2,15,2,1,0,0,0,0,2,0,324,0,0,0,1,0,0,0,0
3444,3445,1,61,27,0,1,0,0,7,2,21,2,1,1,3,83,22,3,7,729,0,0,1,0,0,1,0,1
3445,3446,3,63,25,0,1,0,0,7,4,17,4,1,1,0,0,0,4,0,625,0,0,0,0,0,1,0,0
3447,3448,1,44,44,0,1,0,0,0,2,22,2,1,0,0,0,0,6,0,1936,0,0,1,0,0,1,1,0
3448,3449,7,51,37,0,1,0,0,7,5,24,4,1,1,10,81,30,4,7,1369,0,0,1,0,0,0,0,1
3449,3450,5,68,20,0,1,0,0,6,1,17,1,1,1,0,0,0,6,0,400,0,0,1,0,0,1,0,0
3450,3451,5,57,31,0,1,0,1,0,3,17,3,1,0,0,0,0,4,0,961,0,0,0,0,0,1,1,0
3451,3452,4,64,24,0,1,0,1,0,4,14,4,1,1,0,0,0,4,0,576,0,0,1,0,0,1,1,0
3453,3454,6,39,49,0,0,0,0,0,9,20,8,1,0,10,54,15,5,0,2401,0,0,1,0,0,1,1,1
3454,3455,7,70,18,0,0,0,0,10,1,17,1,1,0,0,0,0,4,0,324,0,0,1,0,0,0,0,0
3455,3456,2,68,20,0,0,0,0,9,1,19,1,1,1,0,0,0,2,0,400,0,0,1,0,0,1,0,0
3456,3457,11,64,23,0,0,0,0,9,2,21,2,1,0,0,0,0,2,0,529,0,0,0,0,0,0,0,0
3457,3458,1,60,28,0,1,0,1,4,2,22,2,1,0,12,86,26,6,7,784,0,0,0,0,0,1,0,1
3458,3459,10,65,22,0,1,0,0,10,1,22,1,1,1,0,0,0,2,0,484,0,0,0,1,0,0,0,0
3459,3460,5,66,22,0,1,0,1,10,1,21,1,1,1,0,0,0,3,0,484,0,0,0,0,0,1,0,0
3461,3462,1,55,33,0,0,0,0,5,5,19,5,1,1,0,0,0,5,0,1089,0,0,1,0,0,1,0,0
3462,3463,9,60,28,0,1,0,1,9,4,18,3,1,1,7,82,21,5,11,784,0,0,0,1,0,0,0,1
3463,3464,6,59,29,0,1,0,1,7,5,18,5,1,1,11,82,23,8,0,841,0,0,0,0,0,1,0,1
3464,3465,5,61,27,0,1,0,1,6,4,19,4,1,1,8,81,20,7,0,729,0,0,0,1,0,1,0,1
3467,3468,4,60,28,0,1,0,0,6,1,21,1,1,0,0,0,0,2,0,784,0,0,1,0,0,1,0,0
3469,3470,3,57,31,0,1,0,0,6,5,17,5,1,1,4,81,24,6,10,961,0,0,0,1,0,1,0,1
3470,3471,6,64,24,0,1,0,0,7,2,19,2,1,0,10,86,22,6,7,576,0,0,1,0,0,1,0,1
3471,3472,7,42,46,0,1,0,0,5,4,17,4,1,1,10,79,37,4,4,2116,0,0,1,0,0,0,0,1
3472,3473,9,46,42,0,0,0,0,6,7,15,6,1,1,4,60,13,7,0,1764,0,0,0,1,0,0,0,1
3475,3476,1,57,31,0,0,0,0,0,3,19,3,0,0,11,80,23,0,7,961,0,0,0,0,0,1,1,1
3476,3477,6,50,38,0,1,0,1,7,9,19,9,1,1,3,71,20,0,0,1444,0,0,1,0,0,1,0,1
3477,3478,2,61,27,0,1,0,1,6,3,17,3,1,1,11,80,19,7,0,729,0,0,0,1,0,1,0,1
3478,3479,6,63,25,0,0,0,0,7,3,16,3,1,1,0,0,0,4,0,625,0,0,1,0,0,1,0,0
3479,3480,9,49,39,0,1,0,0,10,4,19,4,1,1,0,0,0,5,0,1521,0,0,1,0,0,0,0,0
3480,3481,12,66,21,0,0,0,0,7,1,20,1,1,0,0,0,0,6,0,441,0,0,1,0,0,0,0,0
3481,3482,2,65,23,0,1,0,1,0,1,17,1,1,1,0,0,0,3,0,529,0,0,0,1,0,1,1,0
3482,3483,5,51,37,0,0,0,0,0,3,22,3,1,1,10,86,35,5,0,1369,0,0,1,0,0,1,1,1
3483,3484,6,57,31,0,1,0,0,6,4,20,4,1,1,12,80,23,4,7,961,0,0,1,0,0,1,0,1
3484,3485,7,64,24,0,1,0,1,0,3,18,3,1,0,0,0,0,5,0,576,0,0,0,0,0,0,1,0
3485,3486,4,46,42,0,1,0,0,4,7,16,7,1,1,12,70,24,4,6,1764,0,0,0,0,1,1,0,1
3486,3487,7,53,35,0,1,0,0,0,4,17,3,1,1,3,85,31,0,7,1225,0,0,1,0,0,0,1,1
3488,3489,6,44,44,0,0,0,0,4,8,19,6,1,1,4,61,16,6,1,1936,0,0,0,0,0,1,0,1
3489,3490,8,63,25,0,0,0,0,7,3,17,3,1,1,8,82,19,4,0,625,0,0,0,0,0,0,0,1
3490,3491,6,62,26,0,1,0,0,12,1,23,1,1,1,6,85,23,4,12,676,0,0,1,0,0,1,0,1
3491,3492,5,56,32,0,1,0,0,10,3,20,3,1,1,0,0,0,5,0,1024,0,0,0,1,0,1,0,0
3492,3493,10,65,22,0,1,0,0,7,1,20,1,1,0,0,0,0,4,0,484,0,0,0,1,0,0,0,0
3493,3494,2,63,25,0,1,0,0,10,1,22,1,1,1,2,84,21,2,12,625,0,0,0,0,1,1,0,1
3494,3495,4,53,35,0,1,0,0,9,6,20,6,1,1,1,86,32,6,12,1225,0,0,0,1,0,1,0,1
3495,3496,5,65,23,0,1,0,0,12,1,19,1,1,1,0,0,0,1,0,529,0,0,0,1,0,1,0,0
3496,3497,8,43,45,0,0,0,0,0,10,15,8,1,1,0,0,0,10,0,2025,0,0,0,0,0,0,1,0
3497,3498,8,59,29,0,0,0,0,0,6,14,6,1,1,0,0,0,6,0,841,0,0,1,0,0,0,1,0
3499,3500,8,66,22,0,0,0,0,7,2,17,1,1,1,1,80,13,0,3,484,0,0,0,0,0,0,0,1
3500,3501,11,49,38,0,0,0,0,3,6,17,6,1,1,8,73,23,6,2,1444,0,0,1,0,0,0,0,1
3501,3502,4,44,44,0,0,0,0,4,9,19,5,1,0,9,80,36,6,4,1936,0,0,1,0,0,1,0,1
3502,3503,3,62,26,0,1,0,0,7,3,15,3,1,1,0,0,0,5,0,676,0,0,1,0,0,1,0,0
3503,3504,3,69,19,0,1,0,0,7,1,18,1,1,1,6,86,17,5,7,361,0,0,1,0,0,1,0,1
3504,3505,8,52,36,0,1,0,1,2,9,19,8,1,1,1,71,18,9,0,1296,0,0,1,0,0,0,0,1
3505,3506,6,62,26,0,1,0,1,0,1,26,1,1,0,0,0,0,2,0,676,0,0,0,0,0,1,1,0
3506,3507,9,47,41,0,0,0,1,0,3,20,3,1,0,5,70,22,4,0,1681,0,0,1,0,0,0,1,1
3507,3508,1,51,37,0,0,0,1,0,6,18,6,1,1,7,73,22,5,0,1369,0,0,1,0,0,1,1,1
3508,3509,4,69,19,0,0,0,1,7,1,18,1,1,0,0,0,0,6,0,361,0,0,1,0,0,1,0,0
3509,3510,11,50,37,0,1,0,1,7,8,19,8,1,1,7,78,27,10,0,1369,0,0,0,1,0,0,0,1
3510,3511,11,58,29,0,1,0,1,10,4,19,4,1,1,8,78,19,6,7,841,0,0,1,0,0,0,0,1
3511,3512,11,65,23,0,1,0,1,7,2,19,2,1,1,0,0,0,4,0,529,0,0,0,1,0,0,0,0
3512,3513,4,61,27,0,1,0,1,0,6,13,6,1,0,11,82,21,4,7,729,0,0,1,0,0,1,1,1
3513,3514,2,70,18,0,0,0,1,7,2,15,2,1,0,0,0,0,6,0,324,0,0,1,0,0,1,0,0
3514,3515,6,41,47,0,1,0,0,2,6,20,6,1,0,0,0,0,10,0,2209,0,0,1,0,0,1,0,0
3515,3516,5,60,28,0,1,0,1,7,3,17,3,1,1,0,0,0,6,0,784,0,0,1,0,0,1,0,0
3518,3519,10,59,29,0,1,0,0,0,3,16,2,1,1,5,74,14,5,0,841,0,0,1,0,0,0,1,1
3519,3520,4,65,23,0,1,0,1,6,3,17,3,1,0,6,83,18,5,0,529,0,0,0,0,0,1,0,1
3520,3521,6,63,25,0,1,0,0,3,1,22,1,1,1,12,86,23,6,0,625,0,0,1,0,0,1,0,1
3521,3522,6,59,29,0,1,0,0,7,4,17,4,1,1,4,76,16,6,5,841,0,0,0,1,0,1,0,1
3523,3524,6,56,32,0,1,0,0,6,2,20,2,1,1,11,86,30,4,5,1024,0,0,1,0,0,1,0,1
3524,3525,2,50,38,0,1,0,0,0,6,18,5,1,0,11,82,32,7,0,1444,0,0,1,0,0,1,1,1
3526,3527,10,43,45,0,0,0,0,0,13,18,13,1,0,9,71,27,6,0,2025,0,0,0,1,0,0,1,1
3527,3528,4,58,30,0,1,0,0,0,4,19,3,1,1,1,75,16,7,0,900,0,0,0,1,0,1,1,1
3528,3529,6,60,28,0,0,0,0,0,2,17,2,1,1,0,0,0,4,0,784,0,0,1,0,0,1,1,0
3529,3530,1,55,33,0,1,0,1,7,3,21,3,1,1,2,87,32,7,0,1089,0,0,1,0,0,1,0,1
3530,3531,7,40,48,0,0,0,0,0,7,20,7,1,0,4,64,23,0,0,2304,0,0,0,0,0,0,1,1
3531,3532,3,56,32,0,1,0,0,6,3,18,3,1,1,0,0,0,6,0,1024,0,0,1,0,0,1,0,0
3532,3533,4,53,35,0,1,0,0,0,5,21,5,1,0,2,73,19,10,0,1225,0,0,0,0,0,1,1,1
3533,3534,7,65,23,0,1,0,0,0,3,18,3,1,0,0,0,0,3,0,529,0,0,0,1,0,0,1,0
3534,3535,1,41,47,0,0,0,0,0,2,28,2,1,0,0,0,0,10,0,2209,0,0,1,0,0,1,1,0
3535,3536,10,69,19,0,0,0,0,5,1,17,1,1,0,0,0,0,8,0,361,0,0,1,0,0,0,0,0
3539,3540,3,65,23,0,1,0,0,3,1,19,1,1,0,0,0,0,5,0,529,0,0,1,0,0,1,0,0
3541,3542,6,51,37,0,1,0,1,7,6,18,6,1,1,1,68,16,8,0,1369,0,0,0,1,0,1,0,1
3542,3543,8,44,44,0,1,0,1,3,6,20,6,1,1,1,73,28,7,7,1936,0,0,1,0,0,0,0,1
3544,3545,9,57,31,0,1,0,0,0,6,17,6,1,1,11,81,24,5,0,961,0,0,0,0,0,0,1,1
3546,3547,1,48,40,0,1,0,1,14,5,20,4,1,1,1,74,26,8,15,1600,0,0,0,1,0,1,0,1
3547,3548,10,59,29,0,1,0,1,7,5,18,5,1,0,9,77,17,5,7,841,0,0,0,0,1,0,0,1
3548,3549,6,55,33,0,0,0,0,7,6,18,6,1,1,8,80,25,8,0,1089,0,0,0,0,0,1,0,1
3550,3551,10,47,41,0,1,0,1,7,6,21,6,1,1,8,73,25,6,6,1681,0,0,0,1,0,0,0,1
3551,3552,3,65,23,0,1,0,1,7,1,21,1,1,1,11,87,22,6,0,529,0,0,1,0,0,1,0,1
3552,3553,6,50,38,0,1,0,0,4,7,22,7,1,1,0,0,0,12,0,1444,0,0,0,0,0,1,0,0
3553,3554,6,67,21,0,0,0,0,6,2,17,2,1,0,0,0,0,6,0,441,0,0,1,0,0,1,0,0
3555,3556,2,65,23,1,0,0,0,15,1,21,1,1,1,0,0,0,2,0,529,0,0,0,1,0,1,0,0
3558,3559,10,45,43,0,1,0,0,0,3,14,3,1,0,3,59,13,10,0,1849,0,0,0,1,0,0,1,1
3559,3560,4,64,24,0,1,0,0,5,2,19,2,1,1,7,87,23,4,0,576,0,0,0,1,0,1,0,1
3560,3561,4,60,28,0,1,0,0,0,4,22,4,1,0,0,0,0,4,0,784,0,0,1,0,0,1,1,0
3561,3562,4,58,30,0,0,0,0,0,4,20,4,0,0,0,0,0,4,0,900,0,0,0,0,0,1,1,0
3562,3563,4,60,28,0,0,0,0,0,5,17,5,1,0,5,78,18,5,0,784,0,0,0,0,0,1,1,1
3563,3564,11,49,39,0,0,0,0,0,7,20,7,1,0,0,0,0,3,0,1521,0,0,0,0,0,0,1,0
3565,3566,5,55,33,0,1,0,1,0,4,19,4,1,0,0,0,0,6,0,1089,0,0,1,0,0,1,1,0
3566,3567,1,66,22,0,1,0,1,7,2,18,2,1,1,1,87,21,4,5,484,0,0,1,0,0,1,0,1
3567,3568,3,70,18,0,1,0,1,7,1,15,1,1,1,0,0,0,6,0,324,0,0,1,0,0,1,0,0
3568,3569,6,67,21,0,0,0,0,9,1,20,1,1,1,0,0,0,5,0,441,0,0,0,0,0,1,0,0
3571,3572,7,59,29,0,1,0,1,0,5,17,4,1,0,8,79,20,2,0,841,0,0,1,0,0,0,1,1
3572,3573,8,55,33,0,0,0,0,0,5,17,5,1,1,11,74,19,0,0,1089,0,0,0,0,0,0,1,1
3573,3574,5,57,31,0,1,0,1,0,5,17,4,1,1,0,0,0,4,0,961,0,0,1,0,0,1,1,0
3574,3575,11,60,28,0,1,0,0,7,3,17,3,1,1,0,0,0,4,0,784,0,0,1,0,0,0,0,0
3575,3576,3,63,25,0,1,0,0,10,1,21,1,1,1,0,0,0,4,0,625,0,0,1,0,0,1,0,0
3577,3578,6,58,30,0,1,0,1,0,5,17,5,1,1,1,75,16,5,0,900,0,0,0,0,0,1,1,1
3578,3579,8,57,31,0,0,0,0,0,1,18,1,1,0,12,78,21,6,0,961,0,0,1,0,0,0,1,1
3579,3580,6,50,38,0,1,0,0,6,6,19,6,1,1,3,71,20,4,0,1444,0,0,1,0,0,1,0,1
3582,3583,11,52,36,0,0,0,1,0,8,17,7,1,0,5,69,16,8,0,1296,0,0,1,0,0,0,1,1
3583,3584,8,60,28,0,1,0,1,2,5,18,5,1,1,12,77,17,5,0,784,0,0,1,0,0,0,0,1
3585,3586,5,53,35,0,0,0,0,0,4,18,4,1,0,0,0,0,4,0,1225,0,0,1,0,0,1,1,0
3586,3587,7,62,26,0,0,0,0,0,4,18,3,1,1,0,0,0,6,0,676,0,0,1,0,0,0,1,0
3587,3588,11,46,42,0,1,0,1,3,5,22,5,1,1,0,0,0,6,0,1764,0,0,1,0,0,0,0,0
3588,3589,1,60,28,0,1,0,1,0,5,16,5,1,1,2,82,22,5,5,784,0,0,1,0,0,1,1,1
3589,3590,12,49,38,0,1,0,0,3,4,17,3,1,1,5,72,22,6,7,1444,0,0,1,0,0,0,0,1
3590,3591,5,61,27,0,1,0,0,5,2,18,2,1,1,0,0,0,2,0,729,0,0,0,0,0,1,0,0
3591,3592,7,53,35,0,1,0,0,7,7,18,7,1,1,11,76,23,8,0,1225,0,0,1,0,0,0,0,1
3593,3594,12,69,18,0,1,0,0,7,2,16,2,1,0,0,0,0,2,0,324,0,0,1,0,0,0,0,0
3594,3595,2,68,20,0,0,0,1,10,1,20,1,1,1,0,0,0,4,0,400,0,0,1,0,0,1,0,0
3595,3596,1,62,26,0,1,0,0,0,2,21,1,1,1,0,0,0,4,0,676,0,0,1,0,0,1,1,0
